"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2015M04","Greece","Iraq","Total","Total","First time applicant","Person","15"
"2015M04","Greece","Syria","Total","Total","Asylum applicant","Person","275"
"2015M04","Greece","Syria","Total","Total","First time applicant","Person","255"
"2015M04","Spain","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Spain","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Spain","Afghanistan","Total","Total","Asylum applicant","Person","5"
"2015M04","Spain","Afghanistan","Total","Total","First time applicant","Person","5"
"2015M04","Spain","Iraq","Total","Total","Asylum applicant","Person","10"
"2015M04","Spain","Iraq","Total","Total","First time applicant","Person","10"
"2015M04","Spain","Syria","Total","Total","Asylum applicant","Person","795"
"2015M04","Spain","Syria","Total","Total","First time applicant","Person","795"
"2015M04","France","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","France","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","France","Afghanistan","Total","Total","Asylum applicant","Person","75"
"2015M04","France","Afghanistan","Total","Total","First time applicant","Person","70"
"2015M04","France","Iraq","Total","Total","Asylum applicant","Person","200"
"2015M04","France","Iraq","Total","Total","First time applicant","Person","200"
"2015M04","France","Syria","Total","Total","Asylum applicant","Person","280"
"2015M04","France","Syria","Total","Total","First time applicant","Person","275"
"2015M04","Croatia","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Croatia","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Croatia","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M04","Croatia","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M04","Croatia","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M04","Croatia","Iraq","Total","Total","First time applicant","Person","0"
"2015M04","Croatia","Syria","Total","Total","Asylum applicant","Person","0"
"2015M04","Croatia","Syria","Total","Total","First time applicant","Person","0"
"2015M04","Italy","European Union (28 countries)","Total","Total","Asylum applicant","Person",":"
"2015M04","Italy","European Union (28 countries)","Total","Total","First time applicant","Person",":"
"2015M04","Italy","Afghanistan","Total","Total","Asylum applicant","Person","245"
"2015M04","Italy","Afghanistan","Total","Total","First time applicant","Person","245"
"2015M04","Italy","Iraq","Total","Total","Asylum applicant","Person","20"
"2015M04","Italy","Iraq","Total","Total","First time applicant","Person","20"
"2015M04","Italy","Syria","Total","Total","Asylum applicant","Person","35"
"2015M04","Italy","Syria","Total","Total","First time applicant","Person","35"
"2015M04","Cyprus","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Cyprus","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Cyprus","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M04","Cyprus","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M04","Cyprus","Iraq","Total","Total","Asylum applicant","Person","5"
"2015M04","Cyprus","Iraq","Total","Total","First time applicant","Person","0"
"2015M04","Cyprus","Syria","Total","Total","Asylum applicant","Person","65"
"2015M04","Cyprus","Syria","Total","Total","First time applicant","Person","55"
"2015M04","Latvia","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Latvia","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Latvia","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M04","Latvia","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M04","Latvia","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M04","Latvia","Iraq","Total","Total","First time applicant","Person","0"
"2015M04","Latvia","Syria","Total","Total","Asylum applicant","Person","0"
"2015M04","Latvia","Syria","Total","Total","First time applicant","Person","0"
"2015M04","Lithuania","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Lithuania","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Lithuania","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M04","Lithuania","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M04","Lithuania","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M04","Lithuania","Iraq","Total","Total","First time applicant","Person","0"
"2015M04","Lithuania","Syria","Total","Total","Asylum applicant","Person","0"
"2015M04","Lithuania","Syria","Total","Total","First time applicant","Person","0"
"2015M04","Luxembourg","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Luxembourg","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Luxembourg","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M04","Luxembourg","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M04","Luxembourg","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M04","Luxembourg","Iraq","Total","Total","First time applicant","Person","0"
"2015M04","Luxembourg","Syria","Total","Total","Asylum applicant","Person","10"
"2015M04","Luxembourg","Syria","Total","Total","First time applicant","Person","10"
"2015M04","Hungary","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Hungary","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Hungary","Afghanistan","Total","Total","Asylum applicant","Person","2 310"
"2015M04","Hungary","Afghanistan","Total","Total","First time applicant","Person","2 260"
"2015M04","Hungary","Iraq","Total","Total","Asylum applicant","Person","665"
"2015M04","Hungary","Iraq","Total","Total","First time applicant","Person","660"
"2015M04","Hungary","Syria","Total","Total","Asylum applicant","Person","1 770"
"2015M04","Hungary","Syria","Total","Total","First time applicant","Person","1 750"
"2015M04","Malta","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Malta","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Malta","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M04","Malta","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M04","Malta","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M04","Malta","Iraq","Total","Total","First time applicant","Person","0"
"2015M04","Malta","Syria","Total","Total","Asylum applicant","Person","15"
"2015M04","Malta","Syria","Total","Total","First time applicant","Person","10"
"2015M04","Netherlands","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Netherlands","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Netherlands","Afghanistan","Total","Total","Asylum applicant","Person","75"
"2015M04","Netherlands","Afghanistan","Total","Total","First time applicant","Person","45"
"2015M04","Netherlands","Iraq","Total","Total","Asylum applicant","Person","50"
"2015M04","Netherlands","Iraq","Total","Total","First time applicant","Person","35"
"2015M04","Netherlands","Syria","Total","Total","Asylum applicant","Person","255"
"2015M04","Netherlands","Syria","Total","Total","First time applicant","Person","250"
"2015M04","Austria","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Austria","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Austria","Afghanistan","Total","Total","Asylum applicant","Person","775"
"2015M04","Austria","Afghanistan","Total","Total","First time applicant","Person","740"
"2015M04","Austria","Iraq","Total","Total","Asylum applicant","Person","605"
"2015M04","Austria","Iraq","Total","Total","First time applicant","Person","480"
"2015M04","Austria","Syria","Total","Total","Asylum applicant","Person","1 025"
"2015M04","Austria","Syria","Total","Total","First time applicant","Person","1 020"
"2015M04","Poland","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Poland","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Poland","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M04","Poland","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M04","Poland","Iraq","Total","Total","Asylum applicant","Person","5"
"2015M04","Poland","Iraq","Total","Total","First time applicant","Person","5"
"2015M04","Poland","Syria","Total","Total","Asylum applicant","Person","5"
"2015M04","Poland","Syria","Total","Total","First time applicant","Person","5"
"2015M04","Portugal","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Portugal","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Portugal","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M04","Portugal","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M04","Portugal","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M04","Portugal","Iraq","Total","Total","First time applicant","Person","0"
"2015M04","Portugal","Syria","Total","Total","Asylum applicant","Person","0"
"2015M04","Portugal","Syria","Total","Total","First time applicant","Person","0"
"2015M04","Romania","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Romania","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Romania","Afghanistan","Total","Total","Asylum applicant","Person","5"
"2015M04","Romania","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M04","Romania","Iraq","Total","Total","Asylum applicant","Person","45"
"2015M04","Romania","Iraq","Total","Total","First time applicant","Person","45"
"2015M04","Romania","Syria","Total","Total","Asylum applicant","Person","135"
"2015M04","Romania","Syria","Total","Total","First time applicant","Person","135"
"2015M04","Slovenia","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Slovenia","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Slovenia","Afghanistan","Total","Total","Asylum applicant","Person","5"
"2015M04","Slovenia","Afghanistan","Total","Total","First time applicant","Person","5"
"2015M04","Slovenia","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M04","Slovenia","Iraq","Total","Total","First time applicant","Person","0"
"2015M04","Slovenia","Syria","Total","Total","Asylum applicant","Person","0"
"2015M04","Slovenia","Syria","Total","Total","First time applicant","Person","0"
"2015M04","Slovakia","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Slovakia","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Slovakia","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M04","Slovakia","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M04","Slovakia","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M04","Slovakia","Iraq","Total","Total","First time applicant","Person","0"
"2015M04","Slovakia","Syria","Total","Total","Asylum applicant","Person","5"
"2015M04","Slovakia","Syria","Total","Total","First time applicant","Person","0"
"2015M04","Finland","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Finland","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Finland","Afghanistan","Total","Total","Asylum applicant","Person","10"
"2015M04","Finland","Afghanistan","Total","Total","First time applicant","Person","10"
"2015M04","Finland","Iraq","Total","Total","Asylum applicant","Person","75"
"2015M04","Finland","Iraq","Total","Total","First time applicant","Person","75"
"2015M04","Finland","Syria","Total","Total","Asylum applicant","Person","15"
"2015M04","Finland","Syria","Total","Total","First time applicant","Person","15"
"2015M04","Sweden","European Union (28 countries)","Total","Total","Asylum applicant","Person","5"
"2015M04","Sweden","European Union (28 countries)","Total","Total","First time applicant","Person","5"
"2015M04","Sweden","Afghanistan","Total","Total","Asylum applicant","Person","250"
"2015M04","Sweden","Afghanistan","Total","Total","First time applicant","Person","230"
"2015M04","Sweden","Iraq","Total","Total","Asylum applicant","Person","190"
"2015M04","Sweden","Iraq","Total","Total","First time applicant","Person","155"
"2015M04","Sweden","Syria","Total","Total","Asylum applicant","Person","1 000"
"2015M04","Sweden","Syria","Total","Total","First time applicant","Person","970"
"2015M04","United Kingdom","European Union (28 countries)","Total","Total","Asylum applicant","Person","10"
"2015M04","United Kingdom","European Union (28 countries)","Total","Total","First time applicant","Person","10"
"2015M04","United Kingdom","Afghanistan","Total","Total","Asylum applicant","Person","125"
"2015M04","United Kingdom","Afghanistan","Total","Total","First time applicant","Person","120"
"2015M04","United Kingdom","Iraq","Total","Total","Asylum applicant","Person","65"
"2015M04","United Kingdom","Iraq","Total","Total","First time applicant","Person","65"
"2015M04","United Kingdom","Syria","Total","Total","Asylum applicant","Person","110"
"2015M04","United Kingdom","Syria","Total","Total","First time applicant","Person","110"
"2015M04","Iceland","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Iceland","European Union (28 countries)","Total","Total","First time applicant","Person",":"
"2015M04","Iceland","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M04","Iceland","Afghanistan","Total","Total","First time applicant","Person",":"
"2015M04","Iceland","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M04","Iceland","Iraq","Total","Total","First time applicant","Person",":"
"2015M04","Iceland","Syria","Total","Total","Asylum applicant","Person","0"
"2015M04","Iceland","Syria","Total","Total","First time applicant","Person",":"
"2015M04","Liechtenstein","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Liechtenstein","European Union (28 countries)","Total","Total","First time applicant","Person",":"
"2015M04","Liechtenstein","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M04","Liechtenstein","Afghanistan","Total","Total","First time applicant","Person",":"
"2015M04","Liechtenstein","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M04","Liechtenstein","Iraq","Total","Total","First time applicant","Person",":"
"2015M04","Liechtenstein","Syria","Total","Total","Asylum applicant","Person","0"
"2015M04","Liechtenstein","Syria","Total","Total","First time applicant","Person",":"
"2015M04","Norway","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Norway","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Norway","Afghanistan","Total","Total","Asylum applicant","Person","60"
"2015M04","Norway","Afghanistan","Total","Total","First time applicant","Person","55"
"2015M04","Norway","Iraq","Total","Total","Asylum applicant","Person","10"
"2015M04","Norway","Iraq","Total","Total","First time applicant","Person","10"
"2015M04","Norway","Syria","Total","Total","Asylum applicant","Person","95"
"2015M04","Norway","Syria","Total","Total","First time applicant","Person","90"
"2015M04","Switzerland","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M04","Switzerland","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M04","Switzerland","Afghanistan","Total","Total","Asylum applicant","Person","65"
"2015M04","Switzerland","Afghanistan","Total","Total","First time applicant","Person","65"
"2015M04","Switzerland","Iraq","Total","Total","Asylum applicant","Person","35"
"2015M04","Switzerland","Iraq","Total","Total","First time applicant","Person","25"
"2015M04","Switzerland","Syria","Total","Total","Asylum applicant","Person","145"
"2015M04","Switzerland","Syria","Total","Total","First time applicant","Person","135"
"2015M05","European Union (28 countries)","European Union (28 countries)","Total","Total","Asylum applicant","Person","45"
"2015M05","European Union (28 countries)","European Union (28 countries)","Total","Total","First time applicant","Person","40"
"2015M05","European Union (28 countries)","Afghanistan","Total","Total","Asylum applicant","Person","9 225"
"2015M05","European Union (28 countries)","Afghanistan","Total","Total","First time applicant","Person","8 995"
"2015M05","European Union (28 countries)","Iraq","Total","Total","Asylum applicant","Person","4 885"
"2015M05","European Union (28 countries)","Iraq","Total","Total","First time applicant","Person","4 615"
"2015M05","European Union (28 countries)","Syria","Total","Total","Asylum applicant","Person","13 695"
"2015M05","European Union (28 countries)","Syria","Total","Total","First time applicant","Person","13 230"
"2015M05","Belgium","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Belgium","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Belgium","Afghanistan","Total","Total","Asylum applicant","Person","185"
"2015M05","Belgium","Afghanistan","Total","Total","First time applicant","Person","150"
"2015M05","Belgium","Iraq","Total","Total","Asylum applicant","Person","185"
"2015M05","Belgium","Iraq","Total","Total","First time applicant","Person","170"
"2015M05","Belgium","Syria","Total","Total","Asylum applicant","Person","290"
"2015M05","Belgium","Syria","Total","Total","First time applicant","Person","280"
"2015M05","Bulgaria","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Bulgaria","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Bulgaria","Afghanistan","Total","Total","Asylum applicant","Person","295"
"2015M05","Bulgaria","Afghanistan","Total","Total","First time applicant","Person","290"
"2015M05","Bulgaria","Iraq","Total","Total","Asylum applicant","Person","435"
"2015M05","Bulgaria","Iraq","Total","Total","First time applicant","Person","435"
"2015M05","Bulgaria","Syria","Total","Total","Asylum applicant","Person","535"
"2015M05","Bulgaria","Syria","Total","Total","First time applicant","Person","530"
"2015M05","Czech Republic","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Czech Republic","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Czech Republic","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M05","Czech Republic","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M05","Czech Republic","Iraq","Total","Total","Asylum applicant","Person","5"
"2015M05","Czech Republic","Iraq","Total","Total","First time applicant","Person","5"
"2015M05","Czech Republic","Syria","Total","Total","Asylum applicant","Person","10"
"2015M05","Czech Republic","Syria","Total","Total","First time applicant","Person","10"
"2015M05","Denmark","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Denmark","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Denmark","Afghanistan","Total","Total","Asylum applicant","Person","45"
"2015M05","Denmark","Afghanistan","Total","Total","First time applicant","Person","45"
"2015M05","Denmark","Iraq","Total","Total","Asylum applicant","Person","15"
"2015M05","Denmark","Iraq","Total","Total","First time applicant","Person","15"
"2015M05","Denmark","Syria","Total","Total","Asylum applicant","Person","315"
"2015M05","Denmark","Syria","Total","Total","First time applicant","Person","315"
"2015M05","Germany (until 1990 former territory of the FRG)","European Union (28 countries)","Total","Total","Asylum applicant","Person","15"
"2015M05","Germany (until 1990 former territory of the FRG)","European Union (28 countries)","Total","Total","First time applicant","Person","15"
"2015M05","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Asylum applicant","Person","1 390"
"2015M05","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","First time applicant","Person","1 335"
"2015M05","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Asylum applicant","Person","1 665"
"2015M05","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","First time applicant","Person","1 545"
"2015M05","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Asylum applicant","Person","5 640"
"2015M05","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","First time applicant","Person","5 280"
"2015M05","Estonia","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Estonia","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Estonia","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M05","Estonia","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M05","Estonia","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M05","Estonia","Iraq","Total","Total","First time applicant","Person","0"
"2015M05","Estonia","Syria","Total","Total","Asylum applicant","Person","0"
"2015M05","Estonia","Syria","Total","Total","First time applicant","Person","0"
"2015M05","Ireland","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Ireland","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Ireland","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M05","Ireland","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M05","Ireland","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M05","Ireland","Iraq","Total","Total","First time applicant","Person","0"
"2015M05","Ireland","Syria","Total","Total","Asylum applicant","Person","10"
"2015M05","Ireland","Syria","Total","Total","First time applicant","Person","10"
"2015M05","Greece","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Greece","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Greece","Afghanistan","Total","Total","Asylum applicant","Person","140"
"2015M05","Greece","Afghanistan","Total","Total","First time applicant","Person","130"
"2015M05","Greece","Iraq","Total","Total","Asylum applicant","Person","25"
"2015M05","Greece","Iraq","Total","Total","First time applicant","Person","20"
"2015M05","Greece","Syria","Total","Total","Asylum applicant","Person","350"
"2015M05","Greece","Syria","Total","Total","First time applicant","Person","335"
"2015M05","Spain","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Spain","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Spain","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M05","Spain","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M05","Spain","Iraq","Total","Total","Asylum applicant","Person","30"
"2015M05","Spain","Iraq","Total","Total","First time applicant","Person","30"
"2015M05","Spain","Syria","Total","Total","Asylum applicant","Person","475"
"2015M05","Spain","Syria","Total","Total","First time applicant","Person","475"
"2015M05","France","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","France","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","France","Afghanistan","Total","Total","Asylum applicant","Person","40"
"2015M05","France","Afghanistan","Total","Total","First time applicant","Person","40"
"2015M05","France","Iraq","Total","Total","Asylum applicant","Person","160"
"2015M05","France","Iraq","Total","Total","First time applicant","Person","160"
"2015M05","France","Syria","Total","Total","Asylum applicant","Person","205"
"2015M05","France","Syria","Total","Total","First time applicant","Person","205"
"2015M05","Croatia","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Croatia","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Croatia","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M05","Croatia","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M05","Croatia","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M05","Croatia","Iraq","Total","Total","First time applicant","Person","0"
"2015M05","Croatia","Syria","Total","Total","Asylum applicant","Person","0"
"2015M05","Croatia","Syria","Total","Total","First time applicant","Person","0"
"2015M05","Italy","European Union (28 countries)","Total","Total","Asylum applicant","Person",":"
"2015M05","Italy","European Union (28 countries)","Total","Total","First time applicant","Person",":"
"2015M05","Italy","Afghanistan","Total","Total","Asylum applicant","Person","230"
"2015M05","Italy","Afghanistan","Total","Total","First time applicant","Person","230"
"2015M05","Italy","Iraq","Total","Total","Asylum applicant","Person","25"
"2015M05","Italy","Iraq","Total","Total","First time applicant","Person","25"
"2015M05","Italy","Syria","Total","Total","Asylum applicant","Person","15"
"2015M05","Italy","Syria","Total","Total","First time applicant","Person","15"
"2015M05","Cyprus","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Cyprus","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Cyprus","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M05","Cyprus","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M05","Cyprus","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M05","Cyprus","Iraq","Total","Total","First time applicant","Person","0"
"2015M05","Cyprus","Syria","Total","Total","Asylum applicant","Person","70"
"2015M05","Cyprus","Syria","Total","Total","First time applicant","Person","60"
"2015M05","Latvia","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Latvia","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Latvia","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M05","Latvia","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M05","Latvia","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M05","Latvia","Iraq","Total","Total","First time applicant","Person","0"
"2015M05","Latvia","Syria","Total","Total","Asylum applicant","Person","0"
"2015M05","Latvia","Syria","Total","Total","First time applicant","Person","0"
"2015M05","Lithuania","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Lithuania","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Lithuania","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M05","Lithuania","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M05","Lithuania","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M05","Lithuania","Iraq","Total","Total","First time applicant","Person","0"
"2015M05","Lithuania","Syria","Total","Total","Asylum applicant","Person","0"
"2015M05","Lithuania","Syria","Total","Total","First time applicant","Person","0"
"2015M05","Luxembourg","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Luxembourg","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Luxembourg","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M05","Luxembourg","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M05","Luxembourg","Iraq","Total","Total","Asylum applicant","Person","10"
"2015M05","Luxembourg","Iraq","Total","Total","First time applicant","Person","10"
"2015M05","Luxembourg","Syria","Total","Total","Asylum applicant","Person","0"
"2015M05","Luxembourg","Syria","Total","Total","First time applicant","Person","0"
"2015M05","Hungary","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Hungary","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Hungary","Afghanistan","Total","Total","Asylum applicant","Person","4 720"
"2015M05","Hungary","Afghanistan","Total","Total","First time applicant","Person","4 660"
"2015M05","Hungary","Iraq","Total","Total","Asylum applicant","Person","735"
"2015M05","Hungary","Iraq","Total","Total","First time applicant","Person","725"
"2015M05","Hungary","Syria","Total","Total","Asylum applicant","Person","2 060"
"2015M05","Hungary","Syria","Total","Total","First time applicant","Person","2 035"
"2015M05","Malta","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Malta","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Malta","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M05","Malta","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M05","Malta","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M05","Malta","Iraq","Total","Total","First time applicant","Person","0"
"2015M05","Malta","Syria","Total","Total","Asylum applicant","Person","15"
"2015M05","Malta","Syria","Total","Total","First time applicant","Person","15"
"2015M05","Netherlands","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Netherlands","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Netherlands","Afghanistan","Total","Total","Asylum applicant","Person","75"
"2015M05","Netherlands","Afghanistan","Total","Total","First time applicant","Person","40"
"2015M05","Netherlands","Iraq","Total","Total","Asylum applicant","Person","45"
"2015M05","Netherlands","Iraq","Total","Total","First time applicant","Person","40"
"2015M05","Netherlands","Syria","Total","Total","Asylum applicant","Person","445"
"2015M05","Netherlands","Syria","Total","Total","First time applicant","Person","440"
"2015M05","Austria","European Union (28 countries)","Total","Total","Asylum applicant","Person","5"
"2015M05","Austria","European Union (28 countries)","Total","Total","First time applicant","Person","5"
"2015M05","Austria","Afghanistan","Total","Total","Asylum applicant","Person","1 505"
"2015M05","Austria","Afghanistan","Total","Total","First time applicant","Person","1 490"
"2015M05","Austria","Iraq","Total","Total","Asylum applicant","Person","1 140"
"2015M05","Austria","Iraq","Total","Total","First time applicant","Person","1 070"
"2015M05","Austria","Syria","Total","Total","Asylum applicant","Person","1 835"
"2015M05","Austria","Syria","Total","Total","First time applicant","Person","1 835"
"2015M05","Poland","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Poland","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Poland","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M05","Poland","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M05","Poland","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M05","Poland","Iraq","Total","Total","First time applicant","Person","0"
"2015M05","Poland","Syria","Total","Total","Asylum applicant","Person","15"
"2015M05","Poland","Syria","Total","Total","First time applicant","Person","15"
"2015M05","Portugal","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M05","Portugal","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M05","Portugal","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M05","Portugal","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M05","Portugal","Iraq","Total","Total","Asylum applicant","Person","0"
