"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2015M03","Hungary","Syria","Females","Total","Asylum applicant","Person","105",""
"2015M03","Netherlands","Albania","Males","Total","Asylum applicant","Person","10",""
"2015M03","Netherlands","Albania","Females","Total","Asylum applicant","Person","0",""
"2015M03","Netherlands","Serbia","Males","Total","Asylum applicant","Person","15",""
"2015M03","Netherlands","Serbia","Females","Total","Asylum applicant","Person","10",""
"2015M03","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","5",""
"2015M03","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","0",""
"2015M03","Netherlands","Russia","Males","Total","Asylum applicant","Person","10",""
"2015M03","Netherlands","Russia","Females","Total","Asylum applicant","Person","5",""
"2015M03","Netherlands","Extra EU-28","Males","Total","Asylum applicant","Person","655",""
"2015M03","Netherlands","Extra EU-28","Females","Total","Asylum applicant","Person","330",""
"2015M03","Netherlands","Eritrea","Males","Total","Asylum applicant","Person","60",""
"2015M03","Netherlands","Eritrea","Females","Total","Asylum applicant","Person","30",""
"2015M03","Netherlands","Afghanistan","Males","Total","Asylum applicant","Person","45",""
"2015M03","Netherlands","Afghanistan","Females","Total","Asylum applicant","Person","20",""
"2015M03","Netherlands","Pakistan","Males","Total","Asylum applicant","Person","10",""
"2015M03","Netherlands","Pakistan","Females","Total","Asylum applicant","Person","5",""
"2015M03","Netherlands","Iraq","Males","Total","Asylum applicant","Person","30",""
"2015M03","Netherlands","Iraq","Females","Total","Asylum applicant","Person","25",""
"2015M03","Netherlands","Syria","Males","Total","Asylum applicant","Person","140",""
"2015M03","Netherlands","Syria","Females","Total","Asylum applicant","Person","60",""
"2015M03","Slovenia","Albania","Males","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Albania","Females","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Serbia","Males","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Serbia","Females","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Russia","Males","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Russia","Females","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Extra EU-28","Males","Total","Asylum applicant","Person","20",""
"2015M03","Slovenia","Extra EU-28","Females","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Eritrea","Males","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Eritrea","Females","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Afghanistan","Males","Total","Asylum applicant","Person","10",""
"2015M03","Slovenia","Afghanistan","Females","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Pakistan","Males","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Pakistan","Females","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Iraq","Males","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Iraq","Females","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Syria","Males","Total","Asylum applicant","Person","0",""
"2015M03","Slovenia","Syria","Females","Total","Asylum applicant","Person","0",""
"2015M03","Sweden","Albania","Males","Total","Asylum applicant","Person","130",""
"2015M03","Sweden","Albania","Females","Total","Asylum applicant","Person","55",""
"2015M03","Sweden","Serbia","Males","Total","Asylum applicant","Person","55",""
"2015M03","Sweden","Serbia","Females","Total","Asylum applicant","Person","50",""
"2015M03","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","145",""
"2015M03","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","60",""
"2015M03","Sweden","Russia","Males","Total","Asylum applicant","Person","35",""
"2015M03","Sweden","Russia","Females","Total","Asylum applicant","Person","25",""
"2015M03","Sweden","Extra EU-28","Males","Total","Asylum applicant","Person","2,725",""
"2015M03","Sweden","Extra EU-28","Females","Total","Asylum applicant","Person","1,380",""
"2015M03","Sweden","Eritrea","Males","Total","Asylum applicant","Person","175",""
"2015M03","Sweden","Eritrea","Females","Total","Asylum applicant","Person","110",""
"2015M03","Sweden","Afghanistan","Males","Total","Asylum applicant","Person","210",""
"2015M03","Sweden","Afghanistan","Females","Total","Asylum applicant","Person","55",""
"2015M03","Sweden","Pakistan","Males","Total","Asylum applicant","Person","10",""
"2015M03","Sweden","Pakistan","Females","Total","Asylum applicant","Person","5",""
"2015M03","Sweden","Iraq","Males","Total","Asylum applicant","Person","130",""
"2015M03","Sweden","Iraq","Females","Total","Asylum applicant","Person","65",""
"2015M03","Sweden","Syria","Males","Total","Asylum applicant","Person","600",""
"2015M03","Sweden","Syria","Females","Total","Asylum applicant","Person","340",""
"2015M03","United Kingdom","Albania","Males","Total","Asylum applicant","Person","90",""
"2015M03","United Kingdom","Albania","Females","Total","Asylum applicant","Person","60",""
"2015M03","United Kingdom","Serbia","Males","Total","Asylum applicant","Person","0",""
"2015M03","United Kingdom","Serbia","Females","Total","Asylum applicant","Person","0",""
"2015M03","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","5",""
"2015M03","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","0",""
"2015M03","United Kingdom","Russia","Males","Total","Asylum applicant","Person","5",""
"2015M03","United Kingdom","Russia","Females","Total","Asylum applicant","Person","0",""
"2015M03","United Kingdom","Extra EU-28","Males","Total","Asylum applicant","Person","1,645",""
"2015M03","United Kingdom","Extra EU-28","Females","Total","Asylum applicant","Person","785",""
"2015M03","United Kingdom","Eritrea","Males","Total","Asylum applicant","Person","140",""
"2015M03","United Kingdom","Eritrea","Females","Total","Asylum applicant","Person","55",""
"2015M03","United Kingdom","Afghanistan","Males","Total","Asylum applicant","Person","100",""
"2015M03","United Kingdom","Afghanistan","Females","Total","Asylum applicant","Person","25",""
"2015M03","United Kingdom","Pakistan","Males","Total","Asylum applicant","Person","175",""
"2015M03","United Kingdom","Pakistan","Females","Total","Asylum applicant","Person","85",""
"2015M03","United Kingdom","Iraq","Males","Total","Asylum applicant","Person","55",""
"2015M03","United Kingdom","Iraq","Females","Total","Asylum applicant","Person","35",""
"2015M03","United Kingdom","Syria","Males","Total","Asylum applicant","Person","145",""
"2015M03","United Kingdom","Syria","Females","Total","Asylum applicant","Person","20",""
"2015M03","Switzerland","Albania","Males","Total","Asylum applicant","Person","5",""
"2015M03","Switzerland","Albania","Females","Total","Asylum applicant","Person","5",""
"2015M03","Switzerland","Serbia","Males","Total","Asylum applicant","Person","5",""
"2015M03","Switzerland","Serbia","Females","Total","Asylum applicant","Person","5",""
"2015M03","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","45",""
"2015M03","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","30",""
"2015M03","Switzerland","Russia","Males","Total","Asylum applicant","Person","5",""
"2015M03","Switzerland","Russia","Females","Total","Asylum applicant","Person","5",""
"2015M03","Switzerland","Extra EU-28","Males","Total","Asylum applicant","Person","1,040",""
"2015M03","Switzerland","Extra EU-28","Females","Total","Asylum applicant","Person","450",""
"2015M03","Switzerland","Eritrea","Males","Total","Asylum applicant","Person","140",""
"2015M03","Switzerland","Eritrea","Females","Total","Asylum applicant","Person","115",""
"2015M03","Switzerland","Afghanistan","Males","Total","Asylum applicant","Person","40",""
"2015M03","Switzerland","Afghanistan","Females","Total","Asylum applicant","Person","0",""
"2015M03","Switzerland","Pakistan","Males","Total","Asylum applicant","Person","10",""
"2015M03","Switzerland","Pakistan","Females","Total","Asylum applicant","Person","0",""
"2015M03","Switzerland","Iraq","Males","Total","Asylum applicant","Person","25",""
"2015M03","Switzerland","Iraq","Females","Total","Asylum applicant","Person","10",""
"2015M03","Switzerland","Syria","Males","Total","Asylum applicant","Person","60",""
"2015M03","Switzerland","Syria","Females","Total","Asylum applicant","Person","40",""
"2015M04","Belgium","Albania","Males","Total","Asylum applicant","Person","25",""
"2015M04","Belgium","Albania","Females","Total","Asylum applicant","Person","30",""
"2015M04","Belgium","Serbia","Males","Total","Asylum applicant","Person","15",""
"2015M04","Belgium","Serbia","Females","Total","Asylum applicant","Person","15",""
"2015M04","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","40",""
"2015M04","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","20",""
"2015M04","Belgium","Russia","Males","Total","Asylum applicant","Person","45",""
"2015M04","Belgium","Russia","Females","Total","Asylum applicant","Person","35",""
"2015M04","Belgium","Extra EU-28","Males","Total","Asylum applicant","Person","1,080",""
"2015M04","Belgium","Extra EU-28","Females","Total","Asylum applicant","Person","540",""
"2015M04","Belgium","Eritrea","Males","Total","Asylum applicant","Person","35",""
"2015M04","Belgium","Eritrea","Females","Total","Asylum applicant","Person","5",""
"2015M04","Belgium","Afghanistan","Males","Total","Asylum applicant","Person","135",""
"2015M04","Belgium","Afghanistan","Females","Total","Asylum applicant","Person","15",""
"2015M04","Belgium","Pakistan","Males","Total","Asylum applicant","Person","25",""
"2015M04","Belgium","Pakistan","Females","Total","Asylum applicant","Person","5",""
"2015M04","Belgium","Iraq","Males","Total","Asylum applicant","Person","60",""
"2015M04","Belgium","Iraq","Females","Total","Asylum applicant","Person","20",""
"2015M04","Belgium","Syria","Males","Total","Asylum applicant","Person","135",""
"2015M04","Belgium","Syria","Females","Total","Asylum applicant","Person","90",""
"2015M04","Germany (until 1990 former territory of the FRG)","Albania","Males","Total","Asylum applicant","Person","3,030",""
"2015M04","Germany (until 1990 former territory of the FRG)","Albania","Females","Total","Asylum applicant","Person","1,765",""
"2015M04","Germany (until 1990 former territory of the FRG)","Serbia","Males","Total","Asylum applicant","Person","1,140",""
"2015M04","Germany (until 1990 former territory of the FRG)","Serbia","Females","Total","Asylum applicant","Person","1,135",""
"2015M04","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","3,005",""
"2015M04","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","1,600",""
"2015M04","Germany (until 1990 former territory of the FRG)","Russia","Males","Total","Asylum applicant","Person","195",""
"2015M04","Germany (until 1990 former territory of the FRG)","Russia","Females","Total","Asylum applicant","Person","220",""
"2015M04","Germany (until 1990 former territory of the FRG)","Extra EU-28","Males","Total","Asylum applicant","Person","18,120",""
"2015M04","Germany (until 1990 former territory of the FRG)","Extra EU-28","Females","Total","Asylum applicant","Person","9,025",""
"2015M04","Germany (until 1990 former territory of the FRG)","Eritrea","Males","Total","Asylum applicant","Person","260",""
"2015M04","Germany (until 1990 former territory of the FRG)","Eritrea","Females","Total","Asylum applicant","Person","105",""
"2015M04","Germany (until 1990 former territory of the FRG)","Afghanistan","Males","Total","Asylum applicant","Person","840",""
"2015M04","Germany (until 1990 former territory of the FRG)","Afghanistan","Females","Total","Asylum applicant","Person","305",""
"2015M04","Germany (until 1990 former territory of the FRG)","Pakistan","Males","Total","Asylum applicant","Person","400",""
"2015M04","Germany (until 1990 former territory of the FRG)","Pakistan","Females","Total","Asylum applicant","Person","55",""
"2015M04","Germany (until 1990 former territory of the FRG)","Iraq","Males","Total","Asylum applicant","Person","1,070",""
"2015M04","Germany (until 1990 former territory of the FRG)","Iraq","Females","Total","Asylum applicant","Person","330",""
"2015M04","Germany (until 1990 former territory of the FRG)","Syria","Males","Total","Asylum applicant","Person","3,420",""
"2015M04","Germany (until 1990 former territory of the FRG)","Syria","Females","Total","Asylum applicant","Person","1,035",""
"2015M04","France","Albania","Males","Total","Asylum applicant","Person","145",""
"2015M04","France","Albania","Females","Total","Asylum applicant","Person","110",""
"2015M04","France","Serbia","Males","Total","Asylum applicant","Person","25",""
"2015M04","France","Serbia","Females","Total","Asylum applicant","Person","20",""
"2015M04","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","290",""
"2015M04","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","195",""
"2015M04","France","Russia","Males","Total","Asylum applicant","Person","125",""
"2015M04","France","Russia","Females","Total","Asylum applicant","Person","125",""
"2015M04","France","Extra EU-28","Males","Total","Asylum applicant","Person","3,450",""
"2015M04","France","Extra EU-28","Females","Total","Asylum applicant","Person","2,200",""
"2015M04","France","Eritrea","Males","Total","Asylum applicant","Person","65",""
"2015M04","France","Eritrea","Females","Total","Asylum applicant","Person","20",""
"2015M04","France","Afghanistan","Males","Total","Asylum applicant","Person","55",""
"2015M04","France","Afghanistan","Females","Total","Asylum applicant","Person","20",""
"2015M04","France","Pakistan","Males","Total","Asylum applicant","Person","135",""
"2015M04","France","Pakistan","Females","Total","Asylum applicant","Person","10",""
"2015M04","France","Iraq","Males","Total","Asylum applicant","Person","110",""
"2015M04","France","Iraq","Females","Total","Asylum applicant","Person","90",""
"2015M04","France","Syria","Males","Total","Asylum applicant","Person","145",""
"2015M04","France","Syria","Females","Total","Asylum applicant","Person","135",""
"2015M04","Italy","Albania","Males","Total","Asylum applicant","Person","30",""
"2015M04","Italy","Albania","Females","Total","Asylum applicant","Person","10",""
"2015M04","Italy","Serbia","Males","Total","Asylum applicant","Person","5",""
"2015M04","Italy","Serbia","Females","Total","Asylum applicant","Person","0",""
"2015M04","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","15",""
"2015M04","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","5",""
"2015M04","Italy","Russia","Males","Total","Asylum applicant","Person","0",""
"2015M04","Italy","Russia","Females","Total","Asylum applicant","Person","0",""
"2015M04","Italy","Extra EU-28","Males","Total","Asylum applicant","Person","3,990",""
"2015M04","Italy","Extra EU-28","Females","Total","Asylum applicant","Person","600",""
"2015M04","Italy","Eritrea","Males","Total","Asylum applicant","Person","20",""
"2015M04","Italy","Eritrea","Females","Total","Asylum applicant","Person","5",""
"2015M04","Italy","Afghanistan","Males","Total","Asylum applicant","Person","235",""
"2015M04","Italy","Afghanistan","Females","Total","Asylum applicant","Person","15",""
"2015M04","Italy","Pakistan","Males","Total","Asylum applicant","Person","450",""
"2015M04","Italy","Pakistan","Females","Total","Asylum applicant","Person","15",""
"2015M04","Italy","Iraq","Males","Total","Asylum applicant","Person","20",""
"2015M04","Italy","Iraq","Females","Total","Asylum applicant","Person","0",""
"2015M04","Italy","Syria","Males","Total","Asylum applicant","Person","15",""
"2015M04","Italy","Syria","Females","Total","Asylum applicant","Person","20",""
"2015M04","Hungary","Albania","Males","Total","Asylum applicant","Person","30",""
"2015M04","Hungary","Albania","Females","Total","Asylum applicant","Person","5",""
"2015M04","Hungary","Serbia","Males","Total","Asylum applicant","Person","5",""
"2015M04","Hungary","Serbia","Females","Total","Asylum applicant","Person","5",""
"2015M04","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","270",""
"2015M04","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","85",""
"2015M04","Hungary","Russia","Males","Total","Asylum applicant","Person","0",""
"2015M04","Hungary","Russia","Females","Total","Asylum applicant","Person","0",""
"2015M04","Hungary","Extra EU-28","Males","Total","Asylum applicant","Person","5,925",""
"2015M04","Hungary","Extra EU-28","Females","Total","Asylum applicant","Person","760",""
"2015M04","Hungary","Eritrea","Males","Total","Asylum applicant","Person","15",""
"2015M04","Hungary","Eritrea","Females","Total","Asylum applicant","Person","25",""
"2015M04","Hungary","Afghanistan","Males","Total","Asylum applicant","Person","2,075",""
"2015M04","Hungary","Afghanistan","Females","Total","Asylum applicant","Person","235",""
"2015M04","Hungary","Pakistan","Males","Total","Asylum applicant","Person","455",""
"2015M04","Hungary","Pakistan","Females","Total","Asylum applicant","Person","0",""
"2015M04","Hungary","Iraq","Males","Total","Asylum applicant","Person","580",""
"2015M04","Hungary","Iraq","Females","Total","Asylum applicant","Person","85",""
"2015M04","Hungary","Syria","Males","Total","Asylum applicant","Person","1,565",""
"2015M04","Hungary","Syria","Females","Total","Asylum applicant","Person","210",""
"2015M04","Netherlands","Albania","Males","Total","Asylum applicant","Person","10",""
"2015M04","Netherlands","Albania","Females","Total","Asylum applicant","Person","5",""
"2015M04","Netherlands","Serbia","Males","Total","Asylum applicant","Person","10",""
"2015M04","Netherlands","Serbia","Females","Total","Asylum applicant","Person","5",""
"2015M04","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","15",""
"2015M04","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","5",""
"2015M04","Netherlands","Russia","Males","Total","Asylum applicant","Person","5",""
"2015M04","Netherlands","Russia","Females","Total","Asylum applicant","Person","0",""
"2015M04","Netherlands","Extra EU-28","Males","Total","Asylum applicant","Person","910",""
"2015M04","Netherlands","Extra EU-28","Females","Total","Asylum applicant","Person","360",""
"2015M04","Netherlands","Eritrea","Males","Total","Asylum applicant","Person","255",""
"2015M04","Netherlands","Eritrea","Females","Total","Asylum applicant","Person","105",""
"2015M04","Netherlands","Afghanistan","Males","Total","Asylum applicant","Person","55",""
"2015M04","Netherlands","Afghanistan","Females","Total","Asylum applicant","Person","20",""
"2015M04","Netherlands","Pakistan","Males","Total","Asylum applicant","Person","5",""
"2015M04","Netherlands","Pakistan","Females","Total","Asylum applicant","Person","0",""
"2015M04","Netherlands","Iraq","Males","Total","Asylum applicant","Person","35",""
"2015M04","Netherlands","Iraq","Females","Total","Asylum applicant","Person","15",""
"2015M04","Netherlands","Syria","Males","Total","Asylum applicant","Person","180",""
"2015M04","Netherlands","Syria","Females","Total","Asylum applicant","Person","60",""
"2015M04","Slovenia","Albania","Males","Total","Asylum applicant","Person","5",""
"2015M04","Slovenia","Albania","Females","Total","Asylum applicant","Person","0",""
"2015M04","Slovenia","Serbia","Males","Total","Asylum applicant","Person","0",""
"2015M04","Slovenia","Serbia","Females","Total","Asylum applicant","Person","0",""
"2015M04","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","0",""
"2015M04","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","0",""
"2015M04","Slovenia","Russia","Males","Total","Asylum applicant","Person","0",""
"2015M04","Slovenia","Russia","Females","Total","Asylum applicant","Person","0",""
"2015M04","Slovenia","Extra EU-28","Males","Total","Asylum applicant","Person","15",""
"2015M04","Slovenia","Extra EU-28","Females","Total","Asylum applicant","Person","5",""
"2015M04","Slovenia","Eritrea","Males","Total","Asylum applicant","Person","0",""
"2015M04","Slovenia","Eritrea","Females","Total","Asylum applicant","Person","0",""
"2015M04","Slovenia","Afghanistan","Males","Total","Asylum applicant","Person","5",""
"2015M04","Slovenia","Afghanistan","Females","Total","Asylum applicant","Person","0",""
"2015M04","Slovenia","Pakistan","Males","Total","Asylum applicant","Person","5",""
"2015M04","Slovenia","Pakistan","Females","Total","Asylum applicant","Person","0",""
"2015M04","Slovenia","Iraq","Males","Total","Asylum applicant","Person","0",""
"2015M04","Slovenia","Iraq","Females","Total","Asylum applicant","Person","0",""
"2015M04","Slovenia","Syria","Males","Total","Asylum applicant","Person","0",""
"2015M04","Slovenia","Syria","Females","Total","Asylum applicant","Person","0",""
"2015M04","Sweden","Albania","Males","Total","Asylum applicant","Person","110",""
"2015M04","Sweden","Albania","Females","Total","Asylum applicant","Person","45",""
"2015M04","Sweden","Serbia","Males","Total","Asylum applicant","Person","50",""
"2015M04","Sweden","Serbia","Females","Total","Asylum applicant","Person","30",""
"2015M04","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","110",""
"2015M04","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","60",""
"2015M04","Sweden","Russia","Males","Total","Asylum applicant","Person","25",""
"2015M04","Sweden","Russia","Females","Total","Asylum applicant","Person","20",""
"2015M04","Sweden","Extra EU-28","Males","Total","Asylum applicant","Person","2,665",""
"2015M04","Sweden","Extra EU-28","Females","Total","Asylum applicant","Person","1,250",""
"2015M04","Sweden","Eritrea","Males","Total","Asylum applicant","Person","315",""
"2015M04","Sweden","Eritrea","Females","Total","Asylum applicant","Person","155",""
"2015M04","Sweden","Afghanistan","Males","Total","Asylum applicant","Person","215",""
"2015M04","Sweden","Afghanistan","Females","Total","Asylum applicant","Person","35",""
"2015M04","Sweden","Pakistan","Males","Total","Asylum applicant","Person","10",""
"2015M04","Sweden","Pakistan","Females","Total","Asylum applicant","Person","0",""
"2015M04","Sweden","Iraq","Males","Total","Asylum applicant","Person","115",""
"2015M04","Sweden","Iraq","Females","Total","Asylum applicant","Person","75",""
"2015M04","Sweden","Syria","Males","Total","Asylum applicant","Person","675",""
"2015M04","Sweden","Syria","Females","Total","Asylum applicant","Person","325",""
"2015M04","United Kingdom","Albania","Males","Total","Asylum applicant","Person","80",""
"2015M04","United Kingdom","Albania","Females","Total","Asylum applicant","Person","55",""
"2015M04","United Kingdom","Serbia","Males","Total","Asylum applicant","Person","0",""
"2015M04","United Kingdom","Serbia","Females","Total","Asylum applicant","Person","0",""
"2015M04","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","5",""
"2015M04","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","0",""
"2015M04","United Kingdom","Russia","Males","Total","Asylum applicant","Person","5",""
"2015M04","United Kingdom","Russia","Females","Total","Asylum applicant","Person","0",""
"2015M04","United Kingdom","Extra EU-28","Males","Total","Asylum applicant","Person","1,330",""
"2015M04","United Kingdom","Extra EU-28","Females","Total","Asylum applicant","Person","620",""
"2015M04","United Kingdom","Eritrea","Males","Total","Asylum applicant","Person","75",""
"2015M04","United Kingdom","Eritrea","Females","Total","Asylum applicant","Person","20",""
"2015M04","United Kingdom","Afghanistan","Males","Total","Asylum applicant","Person","100",""
"2015M04","United Kingdom","Afghanistan","Females","Total","Asylum applicant","Person","25",""
"2015M04","United Kingdom","Pakistan","Males","Total","Asylum applicant","Person","140",""
"2015M04","United Kingdom","Pakistan","Females","Total","Asylum applicant","Person","60",""
"2015M04","United Kingdom","Iraq","Males","Total","Asylum applicant","Person","45",""
"2015M04","United Kingdom","Iraq","Females","Total","Asylum applicant","Person","20",""
"2015M04","United Kingdom","Syria","Males","Total","Asylum applicant","Person","100",""
"2015M04","United Kingdom","Syria","Females","Total","Asylum applicant","Person","10",""
"2015M04","Switzerland","Albania","Males","Total","Asylum applicant","Person","15",""
"2015M04","Switzerland","Albania","Females","Total","Asylum applicant","Person","10",""
"2015M04","Switzerland","Serbia","Males","Total","Asylum applicant","Person","10",""
"2015M04","Switzerland","Serbia","Females","Total","Asylum applicant","Person","5",""
"2015M04","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","30",""
"2015M04","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","20",""
"2015M04","Switzerland","Russia","Males","Total","Asylum applicant","Person","5",""
"2015M04","Switzerland","Russia","Females","Total","Asylum applicant","Person","0",""
"2015M04","Switzerland","Extra EU-28","Males","Total","Asylum applicant","Person","970",""
"2015M04","Switzerland","Extra EU-28","Females","Total","Asylum applicant","Person","410",""
"2015M04","Switzerland","Eritrea","Males","Total","Asylum applicant","Person","145",""
"2015M04","Switzerland","Eritrea","Females","Total","Asylum applicant","Person","85",""
"2015M04","Switzerland","Afghanistan","Males","Total","Asylum applicant","Person","55",""
"2015M04","Switzerland","Afghanistan","Females","Total","Asylum applicant","Person","15",""
"2015M04","Switzerland","Pakistan","Males","Total","Asylum applicant","Person","10",""
"2015M04","Switzerland","Pakistan","Females","Total","Asylum applicant","Person","0",""
"2015M04","Switzerland","Iraq","Males","Total","Asylum applicant","Person","25",""
"2015M04","Switzerland","Iraq","Females","Total","Asylum applicant","Person","10",""
"2015M04","Switzerland","Syria","Males","Total","Asylum applicant","Person","85",""
"2015M04","Switzerland","Syria","Females","Total","Asylum applicant","Person","60",""
"2015M05","Belgium","Albania","Males","Total","Asylum applicant","Person","25",""
"2015M05","Belgium","Albania","Females","Total","Asylum applicant","Person","20",""
"2015M05","Belgium","Serbia","Males","Total","Asylum applicant","Person","10",""
"2015M05","Belgium","Serbia","Females","Total","Asylum applicant","Person","15",""
"2015M05","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","25",""
"2015M05","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","15",""
"2015M05","Belgium","Russia","Males","Total","Asylum applicant","Person","55",""
"2015M05","Belgium","Russia","Females","Total","Asylum applicant","Person","50",""
"2015M05","Belgium","Extra EU-28","Males","Total","Asylum applicant","Person","1,445",""
"2015M05","Belgium","Extra EU-28","Females","Total","Asylum applicant","Person","645",""
"2015M05","Belgium","Eritrea","Males","Total","Asylum applicant","Person","45",""
"2015M05","Belgium","Eritrea","Females","Total","Asylum applicant","Person","15",""
"2015M05","Belgium","Afghanistan","Males","Total","Asylum applicant","Person","165",""
"2015M05","Belgium","Afghanistan","Females","Total","Asylum applicant","Person","20",""
"2015M05","Belgium","Pakistan","Males","Total","Asylum applicant","Person","25",""
"2015M05","Belgium","Pakistan","Females","Total","Asylum applicant","Person","5",""
"2015M05","Belgium","Iraq","Males","Total","Asylum applicant","Person","150",""
"2015M05","Belgium","Iraq","Females","Total","Asylum applicant","Person","35",""
"2015M05","Belgium","Syria","Males","Total","Asylum applicant","Person","170",""
"2015M05","Belgium","Syria","Females","Total","Asylum applicant","Person","120",""
"2015M05","Germany (until 1990 former territory of the FRG)","Albania","Males","Total","Asylum applicant","Person","2,975",""
"2015M05","Germany (until 1990 former territory of the FRG)","Albania","Females","Total","Asylum applicant","Person","1,945",""
"2015M05","Germany (until 1990 former territory of the FRG)","Serbia","Males","Total","Asylum applicant","Person","1,040",""
"2015M05","Germany (until 1990 former territory of the FRG)","Serbia","Females","Total","Asylum applicant","Person","950",""
"2015M05","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","1,230",""
"2015M05","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","715",""
"2015M05","Germany (until 1990 former territory of the FRG)","Russia","Males","Total","Asylum applicant","Person","230",""
"2015M05","Germany (until 1990 former territory of the FRG)","Russia","Females","Total","Asylum applicant","Person","240",""
"2015M05","Germany (until 1990 former territory of the FRG)","Extra EU-28","Males","Total","Asylum applicant","Person","17,610",""
"2015M05","Germany (until 1990 former territory of the FRG)","Extra EU-28","Females","Total","Asylum applicant","Person","8,325",""
"2015M05","Germany (until 1990 former territory of the FRG)","Eritrea","Males","Total","Asylum applicant","Person","465",""
"2015M05","Germany (until 1990 former territory of the FRG)","Eritrea","Females","Total","Asylum applicant","Person","155",""
"2015M05","Germany (until 1990 former territory of the FRG)","Afghanistan","Males","Total","Asylum applicant","Person","905",""
"2015M05","Germany (until 1990 former territory of the FRG)","Afghanistan","Females","Total","Asylum applicant","Person","280",""
